provider_id,provider_name,provider_city,provider_state,provider_zip_code,apc,apc_desc,capc_services,average_medicare_allowed_amount,CBSA
140208,Advocate Christ Hospital & Medical Center,Oak Lawn,IL,60453,5114,Level 4 Musculoskeletal Procedures,125,5274.65,16980
140209,Methodist Medical Center Of Illinois,Peoria,IL,61636,5114,Level 4 Musculoskeletal Procedures,43,4642.53,37900
140210,Harrisburg Medical Center,Harrisburg,IL,62946,5114,Level 4 Musculoskeletal Procedures,30,4990.41,99999
140211,Delnor Community Hospital,Geneva,IL,60134,5114,Level 4 Musculoskeletal Procedures,65,5184.68,16980
140213,Silver Cross Hospital  And Medical Centers,New Lenox,IL,60451,5114,Level 4 Musculoskeletal Procedures,99,5037.86,16980
140217,Presence Saint Joseph Hospital - Elgin,Elgin,IL,60123,5114,Level 4 Musculoskeletal Procedures,38,5138.95,16980
140223,Advocate Lutheran General Hospital,Park Ridge,IL,60068,5114,Level 4 Musculoskeletal Procedures,154,5220.04,16980
140224,Presence Saint Joseph Hospital - Chicago,Chicago,IL,60657,5114,Level 4 Musculoskeletal Procedures,58,5274.76,16980
140228,Swedish American Hospital,Rockford,IL,61104,5114,Level 4 Musculoskeletal Procedures,99,4955.32,40420
140231,Edward Hospital,Naperville,IL,60540,5114,Level 4 Musculoskeletal Procedures,151,5200.39,16980
140233,Saint Anthony Medical Center,Rockford,IL,61108,5114,Level 4 Musculoskeletal Procedures,123,5020.65,40420
140234,Illinois Valley Community Hospital,Peru,IL,61354,5114,Level 4 Musculoskeletal Procedures,68,4706.43,36837
140239,Rockford Memorial Hospital,Rockford,IL,61103,5114,Level 4 Musculoskeletal Procedures,87,5026.37,40420
140242,Central Dupage Hospital,Winfield,IL,60190,5114,Level 4 Musculoskeletal Procedures,187,5159.59,16980
140250,Advocate South Suburban Hospital,Hazel Crest,IL,60429,5114,Level 4 Musculoskeletal Procedures,37,5274.72,16980
140252,Northwest Community Hospital 1,Arlington Heights,IL,60005,5114,Level 4 Musculoskeletal Procedures,109,5198.85,16980
140258,Alexian Brothers Medical Center 1,Elk Grove Village,IL,60007,5114,Level 4 Musculoskeletal Procedures,143,5134.44,16980
140276,Loyola University Medical Center,Maywood,IL,60153,5114,Level 4 Musculoskeletal Procedures,66,5210.98,16980
140280,Trinity Rock Island,Rock Island,IL,61201,5114,Level 4 Musculoskeletal Procedures,84,4737.42,19340
140281,Northwestern Memorial Hospital,Chicago,IL,60611,5114,Level 4 Musculoskeletal Procedures,307,5209.51,16980
140286,Kishwaukee Community Hospital,Dekalb,IL,60115,5114,Level 4 Musculoskeletal Procedures,75,5123.36,16980
140288,Advocate Good Samaritan Hospital,Downers Grove,IL,60515,5114,Level 4 Musculoskeletal Procedures,58,5249.01,16980
140289,Anderson Hospital,Maryville,IL,62062,5114,Level 4 Musculoskeletal Procedures,54,4764.56,41180
140290,St Alexius Medical Center,Hoffman Estates,IL,60194,5114,Level 4 Musculoskeletal Procedures,134,5243.78,16980
140291,Advocate Good Shepherd Hospital,Barrington,IL,60010,5114,Level 4 Musculoskeletal Procedures,202,5170.58,16980
140294,Crossroads Community Hospital,Mount Vernon,IL,62864,5114,Level 4 Musculoskeletal Procedures,30,4659.57,34500
140304,Adventist Bolingbrook Hospital,Bolingbrook,IL,60440,5114,Level 4 Musculoskeletal Procedures,52,5088.16,16980
140307,Metro-East Services Inc,Shiloh,IL,62269,5114,Level 4 Musculoskeletal Procedures,38,4724.63,41180
150001,Johnson Memorial Hospital,Franklin,IN,46131,5114,Level 4 Musculoskeletal Procedures,35,5093.19,26900
150002,Methodist Hospitals Inc,Gary,IN,46402,5114,Level 4 Musculoskeletal Procedures,63,5249.06,16980
150004,Franciscan Health Hammond,Hammond,IN,46320,5114,Level 4 Musculoskeletal Procedures,17,5249.26,16980
150005,Hendricks Regional Health,Danville,IN,46122,5114,Level 4 Musculoskeletal Procedures,81,4899.96,26900
150006,La Porte Hospital,La Porte,IN,46350,5114,Level 4 Musculoskeletal Procedures,80,5008.55,33140
150007,Community Howard Regional Health Inc,Kokomo,IN,46902,5114,Level 4 Musculoskeletal Procedures,45,4643.69,29020
150007,Community Howard Regional Health Inc,Kokomo,IN,46902,5114,Level 4 Musculoskeletal Procedures,45,4643.69,99999
150008,St Catherine Hospital Inc,East Chicago,IN,46312,5114,Level 4 Musculoskeletal Procedures,34,5127.89,16980
150009,Clark Memorial Hospital,Jeffersonville,IN,47130,5114,Level 4 Musculoskeletal Procedures,37,4784.42,31140
150010,St Vincent Kokomo,Kokomo,IN,46904,5114,Level 4 Musculoskeletal Procedures,76,4759.68,29020
150011,Marion General Hospital,Marion,IN,46952,5114,Level 4 Musculoskeletal Procedures,22,5088.63,31980
150011,Marion General Hospital,Marion,IN,46952,5114,Level 4 Musculoskeletal Procedures,22,5088.63,26540
150011,Marion General Hospital,Marion,IN,46952,5114,Level 4 Musculoskeletal Procedures,22,5088.63,99999
150012,Saint Joseph Regional Medical Center,Mishawaka,IN,46545,5114,Level 4 Musculoskeletal Procedures,156,4956.02,43780
150015,Franciscan Health Michigan City,Michigan City,IN,46360,5114,Level 4 Musculoskeletal Procedures,36,4890.77,33140
150015,Franciscan Health Michigan City,Michigan City,IN,46360,5114,Level 4 Musculoskeletal Procedures,36,4890.77,16980
150017,Lutheran Hospital Of Indiana,Fort Wayne,IN,46804,5114,Level 4 Musculoskeletal Procedures,139,4780.17,23060
150018,Elkhart General Hospital,Elkhart,IN,46514,5114,Level 4 Musculoskeletal Procedures,75,4664.84,21140
150021,Parkview Regional Medical Center,Fort Wayne,IN,46845,5114,Level 4 Musculoskeletal Procedures,64,4423.06,23060
150022,Franciscan Health Crawfordsville,Crawfordsville,IN,47933,5114,Level 4 Musculoskeletal Procedures,12,5122.3,99999
150022,Franciscan Health Crawfordsville,Crawfordsville,IN,47933,5114,Level 4 Musculoskeletal Procedures,12,5122.3,26900
150022,Franciscan Health Crawfordsville,Crawfordsville,IN,47933,5114,Level 4 Musculoskeletal Procedures,12,5122.3,18820
150023,Union Hospital Inc,Terre Haute,IN,47804,5114,Level 4 Musculoskeletal Procedures,132,5122.31,45460
150024,Eskenazi Health,Indianapolis,IN,46202,5114,Level 4 Musculoskeletal Procedures,46,5167.11,26900
150026,Goshen General Hospital,Goshen,IN,46526,5114,Level 4 Musculoskeletal Procedures,31,4924.39,21140
150030,Henry County Memorial Hospital,New Castle,IN,47362,5114,Level 4 Musculoskeletal Procedures,36,5122.3,35220
150034,St Mary Medical Center Inc,Hobart,IN,46342,5114,Level 4 Musculoskeletal Procedures,57,5249.06,16980
150035,Porter Regional Hospital,Valparaiso,IN,46383,5114,Level 4 Musculoskeletal Procedures,95,4790.14,16980
150035,Porter Regional Hospital,Valparaiso,IN,46383,5114,Level 4 Musculoskeletal Procedures,95,4790.14,33140
150037,Hancock Regional Hospital,Greenfield,IN,46140,5114,Level 4 Musculoskeletal Procedures,34,5167.0,26900
150037,Hancock Regional Hospital,Greenfield,IN,46140,5114,Level 4 Musculoskeletal Procedures,34,5167.0,99999
150042,Good Samaritan Hospital,Vincennes,IN,47591,5114,Level 4 Musculoskeletal Procedures,66,4574.03,47180
150044,Baptist Health Floyd,New Albany,IN,47150,5114,Level 4 Musculoskeletal Procedures,138,4688.19,31140
150046,Terre Haute Regional Hospital,Terre Haute,IN,47802,5114,Level 4 Musculoskeletal Procedures,82,4886.16,45460
150048,Reid Health,Richmond,IN,47374,5114,Level 4 Musculoskeletal Procedures,192,5182.96,39980
150051,Indiana University Health Bloomington Hospital,Bloomington,IN,47403,5114,Level 4 Musculoskeletal Procedures,115,5086.81,14020
150051,Indiana University Health Bloomington Hospital,Bloomington,IN,47403,5114,Level 4 Musculoskeletal Procedures,115,5086.81,99999
150056,Indiana University Health,Indianapolis,IN,46202,5114,Level 4 Musculoskeletal Procedures,75,5128.91,26900
150057,Franciscan Health Mooresville,Mooresville,IN,46158,5114,Level 4 Musculoskeletal Procedures,16,5167.0,26900
150058,Memorial Hospital Of South Bend,South Bend,IN,46601,5114,Level 4 Musculoskeletal Procedures,119,4948.13,43780
150059,Riverview Health,Noblesville,IN,46060,5114,Level 4 Musculoskeletal Procedures,93,5078.47,26900
150065,Schneck Medical Center,Seymour,IN,47274,5114,Level 4 Musculoskeletal Procedures,49,4647.9,35860
150065,Schneck Medical Center,Seymour,IN,47274,5114,Level 4 Musculoskeletal Procedures,49,4647.9,42980
150065,Schneck Medical Center,Seymour,IN,47274,5114,Level 4 Musculoskeletal Procedures,49,4647.9,26900
150065,Schneck Medical Center,Seymour,IN,47274,5114,Level 4 Musculoskeletal Procedures,49,4647.9,18020
150069,King's Daughters' Health,Madison,IN,47250,5114,Level 4 Musculoskeletal Procedures,53,5239.31,99999
150069,King's Daughters' Health,Madison,IN,47250,5114,Level 4 Musculoskeletal Procedures,53,5239.31,31500
150072,Memorial Hospital,Logansport,IN,46947,5114,Level 4 Musculoskeletal Procedures,20,4914.46,30900
150072,Memorial Hospital,Logansport,IN,46947,5114,Level 4 Musculoskeletal Procedures,20,4914.46,29200
150074,Community Hospital East,Indianapolis,IN,46219,5114,Level 4 Musculoskeletal Procedures,22,5167.0,26900
150075,Bluffton Regional Medical Center,Bluffton,IN,46714,5114,Level 4 Musculoskeletal Procedures,15,4780.11,99999
150075,Bluffton Regional Medical Center,Bluffton,IN,46714,5114,Level 4 Musculoskeletal Procedures,15,4780.11,19540
150076,Saint Joseph Regional Medical Center - Plymouth,Plymouth,IN,46563,5114,Level 4 Musculoskeletal Procedures,21,4924.39,99999
150076,Saint Joseph Regional Medical Center - Plymouth,Plymouth,IN,46563,5114,Level 4 Musculoskeletal Procedures,21,4924.39,38500
150076,Saint Joseph Regional Medical Center - Plymouth,Plymouth,IN,46563,5114,Level 4 Musculoskeletal Procedures,21,4924.39,43780
150082,Deaconess Hospital Inc,Evansville,IN,47747,5114,Level 4 Musculoskeletal Procedures,310,4733.49,21780
150084,St Vincent Hospital & Health Services,Indianapolis,IN,46260,5114,Level 4 Musculoskeletal Procedures,194,5068.83,26900
150086,Dearborn County Hospital,Lawrenceburg,IN,47025,5114,Level 4 Musculoskeletal Procedures,27,4900.03,17140
150088,St Vincent Anderson Regional Hospital Inc,Anderson,IN,46016,5114,Level 4 Musculoskeletal Procedures,79,5114.89,26900
150089,Indiana University Health Ball Memorial Hospital,Muncie,IN,47303,5114,Level 4 Musculoskeletal Procedures,74,5101.96,34620
150090,Franciscan Health Dyer,Dyer,IN,46311,5114,Level 4 Musculoskeletal Procedures,39,5249.01,16980
150091,Parkview Huntington Hospital,Huntington,IN,46750,5114,Level 4 Musculoskeletal Procedures,15,4780.11,23060
150091,Parkview Huntington Hospital,Huntington,IN,46750,5114,Level 4 Musculoskeletal Procedures,15,4780.11,26540
150091,Parkview Huntington Hospital,Huntington,IN,46750,5114,Level 4 Musculoskeletal Procedures,15,4780.11,47340
150097,Major Hospital,Shelbyville,IN,46176,5114,Level 4 Musculoskeletal Procedures,45,5167.0,99999
150097,Major Hospital,Shelbyville,IN,46176,5114,Level 4 Musculoskeletal Procedures,45,5167.0,26900
150100,St Vincent Evansville,Evansville,IN,47750,5114,Level 4 Musculoskeletal Procedures,476,4792.43,21780
150102,Starke Hospital,Knox,IN,46534,5114,Level 4 Musculoskeletal Procedures,16,4454.84,99999
150104,Witham Health Services,Lebanon,IN,46052,5114,Level 4 Musculoskeletal Procedures,58,5096.02,26900
150109,Franciscan Health Lafayette,Lafayette,IN,47905,5114,Level 4 Musculoskeletal Procedures,169,4980.35,29200
150109,Franciscan Health Lafayette,Lafayette,IN,47905,5114,Level 4 Musculoskeletal Procedures,169,4980.35,23140
150112,Columbus Regional Hospital,Columbus,IN,47201,5114,Level 4 Musculoskeletal Procedures,74,4895.21,42980
150112,Columbus Regional Hospital,Columbus,IN,47201,5114,Level 4 Musculoskeletal Procedures,74,4895.21,26900
150112,Columbus Regional Hospital,Columbus,IN,47201,5114,Level 4 Musculoskeletal Procedures,74,4895.21,18020
150113,Community Hospital Of Anderson And Madison County,Anderson,IN,46011,5114,Level 4 Musculoskeletal Procedures,57,5031.1,26900
150115,Memorial Hospital And Health Care Center,Jasper,IN,47546,5114,Level 4 Musculoskeletal Procedures,138,4686.94,27540
150125,Community Hospital,Munster,IN,46321,5114,Level 4 Musculoskeletal Procedures,132,5008.63,16980
150126,Franciscan Health Crown Point,Crown Point,IN,46307,5114,Level 4 Musculoskeletal Procedures,67,5249.01,16980
150128,Community Hospital South,Indianapolis,IN,46227,5114,Level 4 Musculoskeletal Procedures,61,4899.47,26900
150133,Kosciusko Community Hospital,Warsaw,IN,46580,5114,Level 4 Musculoskeletal Procedures,29,4804.61,47700
150146,Parkview Noble Hospital,Kendallville,IN,46755,5114,Level 4 Musculoskeletal Procedures,23,4440.74,28340
150146,Parkview Noble Hospital,Kendallville,IN,46755,5114,Level 4 Musculoskeletal Procedures,23,4440.74,12140
150150,Dupont Hospital Llc,Fort Wayne,IN,46825,5114,Level 4 Musculoskeletal Procedures,48,4700.77,23060
150157,St Vincent Carmel Hospital Inc,Carmel,IN,46032,5114,Level 4 Musculoskeletal Procedures,80,5167.0,26900
150158,Iu Health West Hospital,Avon,IN,46123,5114,Level 4 Musculoskeletal Procedures,49,5167.1,26900
150160,Orthoindy Hospital,Indianapolis,IN,46278,5114,Level 4 Musculoskeletal Procedures,467,5065.74,26900
150161,Indiana University Health North Hospital,Carmel,IN,46032,5114,Level 4 Musculoskeletal Procedures,23,5167.0,26900
150162,Franciscan Health Indianapolis,Indianapolis,IN,46237,5114,Level 4 Musculoskeletal Procedures,72,4940.28,26900
150165,Franciscan Health Munster,Munster,IN,46321,5114,Level 4 Musculoskeletal Procedures,67,5124.19,16980
150166,Pinnacle Hospital,Crown Point,IN,46307,5114,Level 4 Musculoskeletal Procedures,27,5249.03,16980
150167,Orthopaedic Hospital At Parkview North Llc,Fort Wayne,IN,46845,5114,Level 4 Musculoskeletal Procedures,217,4641.12,23060
150168,The Orthopaedic Hospital Of Lutheran Health Networ,Fort Wayne,IN,46804,5114,Level 4 Musculoskeletal Procedures,266,4694.23,23060
150169,Community Hospital North,Indianapolis,IN,46256,5114,Level 4 Musculoskeletal Procedures,97,5167.03,26900
150172,Physicians' Medical Center Llc,New Albany,IN,47150,5114,Level 4 Musculoskeletal Procedures,104,4600.09,31140
150173,Indiana University Health Arnett Hospital,Lafayette,IN,47905,5114,Level 4 Musculoskeletal Procedures,154,5032.67,29200
150173,Indiana University Health Arnett Hospital,Lafayette,IN,47905,5114,Level 4 Musculoskeletal Procedures,154,5032.67,23140
150177,Unity Medical And Surgical Hospital,Mishawaka,IN,46545,5114,Level 4 Musculoskeletal Procedures,39,4777.89,43780
150181,St Vincent Fishers Hospital Inc,Fishers,IN,46037,5114,Level 4 Musculoskeletal Procedures,15,4618.09,26900
150182,Franciscan Health Carmel,Carmel,IN,46032,5114,Level 4 Musculoskeletal Procedures,18,5167.0,26900
150183,Monroe Hospital,Bloomington,IN,47403,5114,Level 4 Musculoskeletal Procedures,11,4453.61,14020
150183,Monroe Hospital,Bloomington,IN,47403,5114,Level 4 Musculoskeletal Procedures,11,4453.61,99999
160001,Unitypoint Health-Marshalltown,Marshalltown,IA,50158,5114,Level 4 Musculoskeletal Procedures,19,5263.12,99999
160001,Unitypoint Health-Marshalltown,Marshalltown,IA,50158,5114,Level 4 Musculoskeletal Procedures,19,5263.12,32260
160005,St Anthony Regional Hospital & Nursing Home,Carroll,IA,51401,5114,Level 4 Musculoskeletal Procedures,33,4650.45,16140
160016,Trinity Regional Medical Center,Fort Dodge,IA,50501,5114,Level 4 Musculoskeletal Procedures,30,4975.18,22700
160024,Iowa Lutheran Hospital,Des Moines,IA,50316,5114,Level 4 Musculoskeletal Procedures,57,4467.02,19780
160028,Chi Health Mercy Council Bluffs,Council Bluffs,IA,51503,5114,Level 4 Musculoskeletal Procedures,44,4873.05,36540
160029,Mercy Hospital,Iowa City,IA,52245,5114,Level 4 Musculoskeletal Procedures,95,4878.46,26980
160030,Mary Greeley Medical Center,Ames,IA,50010,5114,Level 4 Musculoskeletal Procedures,109,4668.03,11180
160033,Genesis Medical Center-Davenport,Davenport,IA,52803,5114,Level 4 Musculoskeletal Procedures,87,4818.78,19340
160040,Sartori Memorial Hospital,Cedar Falls,IA,50613,5114,Level 4 Musculoskeletal Procedures,58,4707.36,99999
160040,Sartori Memorial Hospital,Cedar Falls,IA,50613,5114,Level 4 Musculoskeletal Procedures,58,4707.36,47940
160045,St Lukes Hospital,Cedar Rapids,IA,52402,5114,Level 4 Musculoskeletal Procedures,129,4781.1,16300
160047,Methodist Jennie Edmundson,Council Bluffs,IA,51503,5114,Level 4 Musculoskeletal Procedures,52,4810.84,36540
160057,Great River Medical Center,West Burlington,IA,52655,5114,Level 4 Musculoskeletal Procedures,126,4756.47,15460
160058,University Of Iowa Hospital & Clinics,Iowa City,IA,52242,5114,Level 4 Musculoskeletal Procedures,147,4854.12,26980
160064,Mercy Medical Center-North Iowa,Mason City,IA,50401,5114,Level 4 Musculoskeletal Procedures,218,5062.62,32380
160067,Covenant Medical Center,Waterloo,IA,50702,5114,Level 4 Musculoskeletal Procedures,146,4639.87,47940
160069,Mercy Medical Center-Dubuque,Dubuque,IA,52001,5114,Level 4 Musculoskeletal Procedures,75,4591.21,20220
160079,Mercy Medical Center - Cedar Rapids,Cedar Rapids,IA,52403,5114,Level 4 Musculoskeletal Procedures,207,4833.87,16300
160080,Mercy Medical Center-Clinton,Clinton,IA,52732,5114,Level 4 Musculoskeletal Procedures,14,5187.84,17540
160082,Iowa Methodist Medical Center,Des Moines,IA,50309,5114,Level 4 Musculoskeletal Procedures,156,4788.74,19780
160083,Mercy Medical Center-Des Moines,Des Moines,IA,50314,5114,Level 4 Musculoskeletal Procedures,152,4771.71,19780
160089,Ottumwa Regional Health Center,Ottumwa,IA,52501,5114,Level 4 Musculoskeletal Procedures,48,4724.18,36820
160089,Ottumwa Regional Health Center,Ottumwa,IA,52501,5114,Level 4 Musculoskeletal Procedures,48,4724.18,99999
160089,Ottumwa Regional Health Center,Ottumwa,IA,52501,5114,Level 4 Musculoskeletal Procedures,48,4724.18,36900
160101,Broadlawns Medical Center,Des Moines,IA,50314,5114,Level 4 Musculoskeletal Procedures,38,4681.85,19780
160104,Unity Point Health Trinity,Bettendorf,IA,52722,5114,Level 4 Musculoskeletal Procedures,53,4954.9,19340
160110,Allen Hospital,Waterloo,IA,50703,5114,Level 4 Musculoskeletal Procedures,143,4628.68,47940
160112,Spencer Municipal Hospital,Spencer,IA,51301,5114,Level 4 Musculoskeletal Procedures,93,4474.31,44020
160112,Spencer Municipal Hospital,Spencer,IA,51301,5114,Level 4 Musculoskeletal Procedures,93,4474.31,43980
160117,Finley Hospital,Dubuque,IA,52001,5114,Level 4 Musculoskeletal Procedures,82,4550.32,20220
160122,Fort Madison Community Hospital,Fort Madison,IA,52627,5114,Level 4 Musculoskeletal Procedures,31,4562.55,22800
160124,Lakes Regional Healthcare,Spirit Lake,IA,51360,5114,Level 4 Musculoskeletal Procedures,31,4562.46,44020
160146,St Lukes Regional Medical Center,Sioux City,IA,51104,5114,Level 4 Musculoskeletal Procedures,41,4727.39,43580
160147,Grinnell Regional Medical Center,Grinnell,IA,50112,5114,Level 4 Musculoskeletal Procedures,11,4562.46,99999
160147,Grinnell Regional Medical Center,Grinnell,IA,50112,5114,Level 4 Musculoskeletal Procedures,11,4562.46,19780
160153,Mercy Medical Center-Sioux City,Sioux City,IA,51101,5114,Level 4 Musculoskeletal Procedures,17,4962.92,43580
170006,Via Christi Hospital Pittsburg Inc,Pittsburg,KS,66762,5114,Level 4 Musculoskeletal Procedures,45,4825.32,99999
170006,Via Christi Hospital Pittsburg Inc,Pittsburg,KS,66762,5114,Level 4 Musculoskeletal Procedures,45,4825.32,38260
170012,Salina Regional Health Center,Salina,KS,67401,5114,Level 4 Musculoskeletal Procedures,101,4907.48,41460
170013,Hays Medical Center,Hays,KS,67601,5114,Level 4 Musculoskeletal Procedures,76,4696.46,25700
170014,Ransom Memorial Hospital,Ottawa,KS,66067,5114,Level 4 Musculoskeletal Procedures,23,5236.71,36840
170016,"University Health System, St. Francis Campus",Topeka,KS,66606,5114,Level 4 Musculoskeletal Procedures,86,4539.63,45820
170017,Susan B Allen Memorial Hospital,El Dorado,KS,67042,5114,Level 4 Musculoskeletal Procedures,55,4660.23,48620
170020,Hutchinson Regional Medical Center Inc,Hutchinson,KS,67502,5114,Level 4 Musculoskeletal Procedures,126,4894.06,99999
170020,Hutchinson Regional Medical Center Inc,Hutchinson,KS,67502,5114,Level 4 Musculoskeletal Procedures,126,4894.06,26740
170023,St Catherine Hospital,Garden City,KS,67846,5114,Level 4 Musculoskeletal Procedures,46,4707.11,23780
170023,St Catherine Hospital,Garden City,KS,67846,5114,Level 4 Musculoskeletal Procedures,46,4707.11,99999
170027,Pratt Regional Medical Center,Pratt,KS,67124,5114,Level 4 Musculoskeletal Procedures,54,4568.21,99999
170040,University Of Kansas Hospital,Kansas City,KS,66160,5114,Level 4 Musculoskeletal Procedures,259,4805.3,28140
170049,Olathe Medical Center,Olathe,KS,66061,5114,Level 4 Musculoskeletal Procedures,142,4785.56,28140
170068,Southwest Medical Center,Liberal,KS,67901,5114,Level 4 Musculoskeletal Procedures,19,4825.32,30580
170074,Geary Community Hospital,Junction City,KS,66441,5114,Level 4 Musculoskeletal Procedures,19,4185.39,99999
170074,Geary Community Hospital,Junction City,KS,66441,5114,Level 4 Musculoskeletal Procedures,19,4185.39,31740
170086,Stormont Vail Hospital,Topeka,KS,66604,5114,Level 4 Musculoskeletal Procedures,236,4061.84,45820
170103,Newton Medical Center,Newton,KS,67114,5114,Level 4 Musculoskeletal Procedures,51,4587.38,32700
170103,Newton Medical Center,Newton,KS,67114,5114,Level 4 Musculoskeletal Procedures,51,4587.38,48620
170103,Newton Medical Center,Newton,KS,67114,5114,Level 4 Musculoskeletal Procedures,51,4587.38,99999
170104,Shawnee Mission Medical Center,Shawnee Mission,KS,66204,5114,Level 4 Musculoskeletal Procedures,125,4796.08,28140
170120,Labette Health,Parsons,KS,67357,5114,Level 4 Musculoskeletal Procedures,62,4577.33,37660
170120,Labette Health,Parsons,KS,67357,5114,Level 4 Musculoskeletal Procedures,62,4577.33,99999
170122,"Via Christi Hospitals Wichita, Inc",Wichita,KS,67214,5114,Level 4 Musculoskeletal Procedures,168,4536.86,48620
170123,Wesley Medical Center,Wichita,KS,67214,5114,Level 4 Musculoskeletal Procedures,151,4592.22,48620
170133,Saint Luke's Cushing Hospital,Leavenworth,KS,66048,5114,Level 4 Musculoskeletal Procedures,12,4889.55,28140
170137,Lawrence Memorial Hospital,Lawrence,KS,66044,5114,Level 4 Musculoskeletal Procedures,65,5108.34,28140
170137,Lawrence Memorial Hospital,Lawrence,KS,66044,5114,Level 4 Musculoskeletal Procedures,65,5108.34,29940
170137,Lawrence Memorial Hospital,Lawrence,KS,66044,5114,Level 4 Musculoskeletal Procedures,65,5108.34,45820
170142,"Via Christi Hospital Manhattan, Inc",Manhattan,KS,66502,5114,Level 4 Musculoskeletal Procedures,38,4725.94,45820
170142,"Via Christi Hospital Manhattan, Inc",Manhattan,KS,66502,5114,Level 4 Musculoskeletal Procedures,38,4725.94,31740
170145,Coffeyville Regional Medical Center,Coffeyville,KS,67337,5114,Level 4 Musculoskeletal Procedures,42,4726.26,37660
170145,Coffeyville Regional Medical Center,Coffeyville,KS,67337,5114,Level 4 Musculoskeletal Procedures,42,4726.26,17700
170146,Providence Medical Center,Kansas City,KS,66112,5114,Level 4 Musculoskeletal Procedures,59,4823.55,28140
170175,Western Plains Medical Complex,Dodge City,KS,67801,5114,Level 4 Musculoskeletal Procedures,34,4830.58,99999
170175,Western Plains Medical Complex,Dodge City,KS,67801,5114,Level 4 Musculoskeletal Procedures,34,4830.58,19980
170176,Overland Park Reg Med Ctr,Overland Park,KS,66215,5114,Level 4 Musculoskeletal Procedures,81,4841.45,28140
170182,Menorah Medical Center,Overland Park,KS,66209,5114,Level 4 Musculoskeletal Procedures,109,4713.21,28140
170183,Kansas Surgery & Recovery Center,Wichita,KS,67226,5114,Level 4 Musculoskeletal Procedures,146,4591.55,48620
170185,Saint Luke's South Hospital,Overland Park,KS,66213,5114,Level 4 Musculoskeletal Procedures,36,4889.55,28140
170187,Salina Surgical Hospital,Salina,KS,67401,5114,Level 4 Musculoskeletal Procedures,100,4325.65,41460
170188,Kansas City Orthopaedic Institute,Leawood,KS,66211,5114,Level 4 Musculoskeletal Procedures,194,4869.96,28140
170190,Manhattan Surgical Hospital Llc,Manhattan,KS,66502,5114,Level 4 Musculoskeletal Procedures,111,4535.37,45820
170190,Manhattan Surgical Hospital Llc,Manhattan,KS,66502,5114,Level 4 Musculoskeletal Procedures,111,4535.37,31740
170191,Great Bend Regional Hospital,Great Bend,KS,67530,5114,Level 4 Musculoskeletal Procedures,85,4666.38,99999
170191,Great Bend Regional Hospital,Great Bend,KS,67530,5114,Level 4 Musculoskeletal Procedures,85,4666.38,24460
170194,Doctors Hospital Llc,Leawood,KS,66211,5114,Level 4 Musculoskeletal Procedures,33,4889.55,28140
170196,"Kansas Spine & Specialty Hospital, Llc",Wichita,KS,67226,5114,Level 4 Musculoskeletal Procedures,201,4655.54,48620
170197,Kansas Medical Center Llc,Andover,KS,67002,5114,Level 4 Musculoskeletal Procedures,13,4660.18,48620
170198,"Summit Surgical, Llc",Hutchinson,KS,67502,5114,Level 4 Musculoskeletal Procedures,46,4318.94,99999
170198,"Summit Surgical, Llc",Hutchinson,KS,67502,5114,Level 4 Musculoskeletal Procedures,46,4318.94,26740
170200,"Via Christi Hospital Wichita St Teresa, Inc",Wichita,KS,67235,5114,Level 4 Musculoskeletal Procedures,34,4469.93,48620
170201,"Blue Valley Hospital, Inc",Overland Park,KS,66213,5114,Level 4 Musculoskeletal Procedures,33,4791.77,28140
170203,Premier Surgical Institute,Galena,KS,66739,5114,Level 4 Musculoskeletal Procedures,158,4398.6,99999
180001,St Elizabeth Ft Thomas,Fort Thomas,KY,41075,5114,Level 4 Musculoskeletal Procedures,37,4478.05,17140
180005,Highlands Regional Medical Center,Prestonsburg,KY,41653,5114,Level 4 Musculoskeletal Procedures,32,4464.12,99999
180009,King's Daughters' Medical Center,Ashland,KY,41101,5114,Level 4 Musculoskeletal Procedures,103,4454.27,26580
180010,Saint Joseph Hospital,Lexington,KY,40504,5114,Level 4 Musculoskeletal Procedures,131,4820.26,30460
180011,Saint Joseph London,London,KY,40741,5114,Level 4 Musculoskeletal Procedures,76,4439.56,30940
180012,Hardin Memorial Hospital,Elizabethtown,KY,42701,5114,Level 4 Musculoskeletal Procedures,230,4610.78,21060
180013,The Medical Center At Bowling Green,Bowling Green,KY,42101,5114,Level 4 Musculoskeletal Procedures,65,4687.93,14540
180016,Jewish Hospital - Shelbyville,Shelbyville,KY,40065,5114,Level 4 Musculoskeletal Procedures,26,4784.42,31140
180017,T J Samson Community Hospital,Glasgow,KY,42141,5114,Level 4 Musculoskeletal Procedures,84,4552.67,23980
180018,St Claire Regional Medical Center,Morehead,KY,40351,5114,Level 4 Musculoskeletal Procedures,31,4804.18,99999
180018,St Claire Regional Medical Center,Morehead,KY,40351,5114,Level 4 Musculoskeletal Procedures,31,4804.18,26580
180018,St Claire Regional Medical Center,Morehead,KY,40351,5114,Level 4 Musculoskeletal Procedures,31,4804.18,34460
180019,Meadowview Regional Medical Center,Maysville,KY,41056,5114,Level 4 Musculoskeletal Procedures,19,4485.71,32500
180019,Meadowview Regional Medical Center,Maysville,KY,41056,5114,Level 4 Musculoskeletal Procedures,19,4485.71,99999
180024,Spring View Hospital,Lebanon,KY,40033,5114,Level 4 Musculoskeletal Procedures,19,4485.7,99999
